idcontrato,tipoContrato,tipoprocedimento,objectoContrato,adjudicante,adjudicatarios,dataPublicacao,dataCelebracaoContrato,precoContratual,cpv,prazoExecucao,localExecucao,fundamentacao,ProcedimentoCentralizado,DescrAcordoQuadro
10438134,1,1,Reformulação do destino final das águas residuais da freguesia de Santana - Levantamentos Topográficos,86,2736,2024-01-05,2024-01-10,24472.0,80,45,73.0,40.0,Não,
10438164,1,1,"Serviços de Vigilância - SEDE
",145,2745,2024-01-05,2024-01-05,38480.4,61,365,23.0,42.0,Não,
10438165,3,2,Aquisição de contentores para separaçao dos biorresíduos (resíduos verdes),1494,2746,2024-01-05,2024-01-05,17640.0,20,30,74.0,47.0,Não,
10438200,3,4,Aquisição de Medicamentos do Sistema Nervoso Central _ ano 2024,87,2748,2024-01-05,2024-01-01,150.3,81,365,21.0,49.0,Não,15.0
10438214,3,4,Aquisição de Medicamentos do Sistema Nervoso Central _ ano 2024,88,2749,2024-01-05,2024-01-01,144635.4,82,365,21.0,53.0,Não,15.0
10438253,1,2,"Aquisição de Serviços de Elaboração do Projeto Arquitetura e Especialidades, para a Ampliação do Novo Cemitério Paroquial de Santo Estevão de Briteiros",68,2750,2024-01-05,2024-01-05,19500.0,83,45,9.0,54.0,Não,
10438258,1,2,Aquisição de serviços externos e integrados de saúde e segurança no trabalho,85,2751,2024-01-05,2024-01-05,15000.0,20,366,23.0,56.0,Não,
10438268,3,3,"Aquisição de carne e peixe (frescos, charcutaria, salgados e congelados) para os Serviços de Ação Social da Universidade de Évora",68,2752,2024-01-05,2024-01-04,11956.7,20,304,75.0,61.0,Não,
10438523,3,1,"3 (três) Frigoríficos para Neurologia , S. Farmacêuticos e CINP.",85,2756,2024-01-06,2024-01-05,2839.0,84,30,26.0,70.0,Não,
10438535,3,1,Suporte para Halteres e Pedaleira,89,2760,2024-01-06,2024-01-05,129.0,85,30,26.0,74.0,Não,
10438563,1,1,Contratação de serviços de suporte e manutenção informática | Sede e Delegações 2024 a 2026,57,2761,2024-01-07,2024-01-04,18229.2,86,1096,,80.0,Não,
10438682,3,2,DM CLINICO - REVISÃO JOELHO,68,2762,2024-01-08,2024-01-08,1600.0,87,1,15.0,91.0,Não,
10438768,3,2,"Aquisição de Sticks de esponja de Led Multicolor para a Caminhada Noturna e Noite da Farrapada, no Âmbito do Carnaval 2024",85,2766,2024-01-08,2024-01-08,2830.75,88,3,76.0,1.0,Não,
10438805,3,4,"Procedimento centralizado para a aquisição de papel para cópia e impressão, ao abrigo do Acordo Quadro AQ/2463/2023",90,2767,2024-01-08,2024-01-05,9165.8,89,366,77.0,2.0,Sim,21.0
10438853,1,3,2023/1504 DAQV - Aquisição de serviços de regularização de hortas espontâneas - FC,91,2770,2024-01-08,2024-01-05,97561.0,1072,335,17.0,5.0,Não,
10438872,1,2,Aquisição de seguros de acidentes de trabalho para o mês de janeiro de 2024,92,2772,2024-01-08,2024-01-03,47534.34,90,31,23.0,8.0,Não,
10438940,3,2,Fornecimento e aplicação de equipamentos e baterias em diversas ETAR’s,93,2774,2024-01-08,2024-01-08,11312.67,91,20,78.0,9.0,Não,
10438953,1,2,"Concerto pela Orquestra Sinfónica de Loures, no âmbito da iniciativa Música em Si Maior 2024.",1636,2775,2024-01-08,2024-01-03,12000.0,92,1,79.0,10.0,Não,
10439038,1,1,Aquisição de serviços de limpeza,92,2776,2024-01-08,2024-01-05,6996.6,93,362,10.0,11.0,Não,
10439232,3,4,Aquisição de Medicamentos Diversos AQ2022/173 - ano 2024,94,2777,2024-01-08,2024-01-01,89850.0,24,365,21.0,16.0,Não,22.0
10439384,3,4,Aquisição de Medicamentos Diversos AQ2022/173 - ano 2024,484,2789,2024-01-08,2024-01-01,91442.5,93,365,21.0,22.0,Não,22.0
10439449,3,4,Aquisição de Medicamentos Diversos AQ2022/173 - ano 2024,604,2791,2024-01-08,2024-01-01,95283.0,94,365,21.0,28.0,Não,22.0
10439496,1,1,CPRAEOF016/2023 - Consultoria Financeira no âmbito do PESSOAS 2030 - Cursos Profissionais de Agrupamento de Escolas de Oliveira de Frades,51,2798,2024-01-08,2024-01-03,3500.0,92,365,80.0,29.0,Não,
10439518,1,3,2023/892 DAQV - Aquisição de serviços de manutenção preventiva e corretiva de espaços naturais na Quinta de Recreio do Marquês de Pombal,95,2800,2024-01-08,2024-01-05,161257.5,20,425,17.0,32.0,Não,
10439555,3,4,Aquisição de Medicamentos Diversos AQ2022/173 - ano 2024,51,2801,2024-01-08,2024-01-01,216720.0,20,365,21.0,34.0,Não,22.0
10439633,3,4,Aquisição de Medicamentos Diversos AQ2022/173 - ano 2024,96,2804,2024-01-08,2024-01-01,4004.0,20,365,21.0,40.0,Não,22.0
10439682,1,2,Prestação de serviço para elaboração de projeto de execução dos espaços verdes no estacionamento da Escola EB/JI Mosteiro (Odivelas),19,2806,2024-01-08,2024-01-05,9000.0,95,90,81.0,42.0,Não,
10439698,1,3,Prestação de Serviços de Substituição da Tubagem de Recirculação de lamas,68,2809,2024-01-08,2024-01-05,54990.84,918,42,26.0,47.0,Não,
10439703,3,4,Aquisição de Medicamentos Diversos AQ2022/173 - ano 2024,85,2810,2024-01-08,2024-01-01,27718.02,96,365,21.0,49.0,Não,22.0
10439749,1,2,PRESTAÇÃO DE SERVIÇOS DE AFERIÇÃO PERIÓDICA DO CUMPRIMENTO DO NORMATIVO APLICÁVEL NO ÂMBITO DO SISTEMA DE CONTROLO INTERNO DA CÂMARA MUNICIPAL DO CORVO,68,2812,2024-01-08,2024-01-05,12000.0,31,366,82.0,53.0,Não,
10439766,3,6,"AQUISIÇÃO DE EQUIPAMENTO DE PROJEÇÃO DIGITAL DE CINEMA (DCP) E DE VÍDEO, IMAGEM E TECNOLOGIA PARA O TEATRO MUNICIPAL DE MATOSINHOS CONSTANTINO NERY",85,2813,2024-01-08,2024-01-03,149875.5,97,60,49.0,54.0,Não,
10439862,3,4,Aquisição de Medicamentos Diversos AQ2022/173 - ano 2024,68,2814,2024-01-08,2024-01-01,211920.0,20,365,21.0,56.0,Não,22.0
10439892,2,2,CONSTRUÇÃO DE ARRECADAÇÃO NA ESCOLA EB1/PE PROFESSOR MANUEL LEÇA,85,2816,2024-01-08,2024-01-04,28474.44,20,60,83.0,61.0,Não,
10439895,3,4,Aquisição de Medicamentos Diversos AQ2022/173 - ano 2024,97,2817,2024-01-08,2024-01-01,19609.9,90,365,21.0,70.0,Não,22.0
10439926,3,2,Rede de dados para Divisão de Ambiente e Serviços Urbanos,985,2818,2024-01-08,2024-01-08,17807.15,98,30,4.0,74.0,Não,
10440087,1,3,"Elaboração de projetos de execução no âmbito da Estratégia Local de Habitação no Concelho de Castelo de Paiva, ao abrigo do 1.º Direito",98,2819,2024-01-08,2024-01-04,89450.0,99,120,1.0,80.0,Não,
10440090,1,2,Aquisição de serviços para criação de um painel de azulejos em conjunto com os alunos do Agrupamento de Escolas de Castro Marim,99,2822,2024-01-08,2024-01-05,16800.0,653,6,84.0,91.0,Não,
10440151,3,4,"730/2023 - Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2021/006,2021/047, 2021/055, 2021/061, 2022/173 e 2023/436",100,2824,2024-01-08,2024-01-05,638.72,100,366,23.0,1.0,Sim,14.0
10440200,3,2,FORNECIMENTO E INSTALAÇÃO DE EQUIPAMENTOS PARA MANUTENÇÃO DO SISTEMA SADI DA ARENA DE ÉVORA,19,2826,2024-01-08,2024-01-08,8031.8,101,1,75.0,2.0,Não,
10440225,3,1,"Fornecimento contínuo de mercearia, para o refeitório e aulas da Escola Técnico
Profissional de Cantanhede (ETPC), propriedade da E.T.P.M.M. - Escola Técnica e
Profissional Marquês de Marialva, S.A.",19,2827,2024-01-08,2024-01-04,28689.3,102,205,85.0,5.0,Não,
10440292,1,2,Atualização e manutenção de aplicações GISMAT,101,2828,2024-01-08,2024-01-03,12000.0,14,1095,83.0,8.0,Não,
10440293,3,4,Aquisição de Medicamentos Diversos AQ2022/173 - ano 2024,102,2830,2024-01-08,2024-01-01,20837.0,103,365,21.0,9.0,Não,22.0
10440324,1,3,Contratação de Seguros de Responsabilidade Civil dos Pórticos Travelift do Porto de Pesca de Nazaré e dos Estaleiros Navais de Portimão,103,2838,2024-01-08,2024-01-01,87200.0,104,182,86.0,10.0,Não,
10440326,1,2,Prestação de serviços para a realização de análises de águas de consumo humano e das Piscinas Municipais em Marco de Canaveses,104,2841,2024-01-08,2024-01-08,14461.65,105,52,87.0,11.0,Não,
10440388,3,4,Aquisição de Medicamentos Diversos AQ2022/173 - ano 2024,695,2844,2024-01-08,2024-01-01,63000.0,1,365,21.0,16.0,Não,22.0
10440438,3,4,Aquisição de Medicamentos Diversos AQ2022/173 - ano 2024,726,2845,2024-01-08,2024-01-01,4195.0,1748,365,21.0,22.0,Não,22.0
10440485,3,4,"723/2023-Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2020/5, 2021/6, 2021/47,  2022/40,  2022/55, 2022/173, 2023/481 para aquisição de medicamentos",104,2853,2024-01-08,2024-01-03,278.72,106,366,,28.0,Sim,16.0
10440619,3,4,Aquisição de Medicamentos do Aparelho Geniturinário,695,2858,2024-01-08,2024-01-01,222.0,353,365,21.0,29.0,Não,4.0
10440741,3,1,"Fornecimento contínuo de mercearia, para o refeitório da escola Instituto Tecnológico
e Profissional (INTEP), propriedade da SOENPROL – Sociedade de Ensino Profissional,
Lda.",726,2860,2024-01-08,2024-01-04,12968.83,107,205,89.0,32.0,Não,
10440805,1,7,"Aquisição de serviços de User Experience e de service design para pesquisa, definição de conceito, fluxos e experiência de utilizador para plataforma de gestão de templates de comunicação de vários or",105,2861,2024-01-08,2024-01-03,91750.0,53,731,23.0,34.0,Não,
10440994,3,2,"Aquisição serviço para execução, fornecimento e montagem de painéis expositivos para o Núcleo Museológico do Posto de Comando do Movimento das Forças Armadas, via DDCT/DCT ",13,2863,2024-01-08,2024-01-04,17287.0,20,152,81.0,40.0,Não,
10441162,1,2,Prestação de serviços de assuntos jurídicos,106,2864,2024-01-08,2024-01-05,75000.0,20,1096,90.0,42.0,Não,
10441267,3,4,Aquisição de Derivados do Plasma AQ 2023/438,107,2868,2024-01-08,2024-01-01,34788.6,20,90,21.0,47.0,Não,13.0
10441355,3,4,Aquisição de Derivados do Plasma AQ 2023/438,108,2871,2024-01-08,2024-01-01,52996.8,108,90,21.0,49.0,Não,13.0
10441501,6,2,Aluguer Operacional de Equipamento de Impressão para o Secretariado,42,2872,2024-01-08,2024-01-08,5779.92,7,366,17.0,53.0,Não,
10441525,3,4,Aquisição de Derivados do Plasma AQ 2023/438,705,2878,2024-01-08,2024-01-01,173.84,258,90,21.0,54.0,Não,13.0
10441619,3,1,AQUISIÇÃO DE LUMINÁRIAS E COMPONENTES DE ILUMINAÇÃO PÚBLICA DE TECNOLOGIA LED PARA O CONCELHO DE BOTICAS,109,2879,2024-01-08,2024-01-02,40950.0,20,10,91.0,56.0,Não,
10441632,3,3,148003623 - Aquisição de 2 pares de Perneiras Hidráulicas para o Bloco Operatório Central (1) e Bloco de Partos (1) do Hospital de São Francisco Xavier,110,2886,2024-01-08,2024-01-08,15887.0,20,15,23.0,61.0,Não,
10441634,3,4,Aquisição de Derivados do Plasma AQ 2023/438,45,2890,2024-01-08,2024-01-01,374692.5,95,90,21.0,70.0,Não,13.0
10441794,1,1,Seguro de Saúde para o ano 2024 - proc46/2023 seguro grupo,19,2894,2024-01-08,2024-01-04,26424.79,918,366,,74.0,Não,
10441851,1,1,"Aquisição de serviços para revisão de projetos para a construção de Edifício na R.13 de Janeiro, 15 – Cadaval",19,2896,2024-01-08,2024-01-05,6270.0,109,30,92.0,80.0,Não,
10441891,1,2,"Recolha, reciclagem e valorização de resíduos têxteis e utilização de plataforma para a economia circular de produtos têxteis de Leiria",19,2899,2024-01-08,2024-01-08,19978.0,20,366,10.0,91.0,Não,
10441973,3,4,748/2023-Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2021/67 - medicamentos para a hepatite c crónica para aquisição de medicamentos para a hepatite c crónica,111,2903,2024-01-08,2024-01-08,5500.0,110,366,23.0,1.0,Sim,23.0
10442040,1,1,"Aquisição de Serviços de Animadores para os Centros Lúdicos do Concelho
na Modalidade de Avença",108,2911,2024-01-08,2024-01-08,15400.0,111,335,93.0,2.0,Não,
10442058,3,3,IMPLEMENTAÇÃO PROJETO PROJETO C-STREETS - IC17 / IP7 / GRANDE PORTO,19,2915,2024-01-08,2024-01-05,130024.94,20,365,94.0,5.0,Não,
10442075,1,1,"Aquisição de Serviços de Animadores para os Centros Lúdicos do Concelho
na Modalidade de Avença",19,2926,2024-01-08,2024-01-08,15400.0,112,335,93.0,8.0,Não,
10442097,3,3,IMPLEMENTAÇÃO PROJETO PROJETO C-STREETS - IC17 / IP7 / GRANDE PORTO,112,2928,2024-01-08,2024-01-08,202175.24,20,365,94.0,9.0,Não,
10442276,3,1,"Fornecimento contínuo de produtos hortofrutícolas, para o refeitório e
aulas da Escola Profissional da Figueira da Foz (EPFF), propriedade da SODENFOR –
Sociedade Difusora de Ensino da Figueira da Foz",113,2937,2024-01-08,2024-01-08,4721.2,113,205,89.0,10.0,Não,
10442320,7,3,"Concurso Público para a celebração de Contratos Públicos de Aprovisionamento relativos à Digitalização dos Serviços de Anatomia Patológica do HDES e HSEIT, no âmbito do Plano de Recuperação e Resiliên",19,2942,2024-01-08,2024-01-08,0.0,68,366,,11.0,Sim,
10442332,1,2,AQUISIÇÃO DE SERVIÇOS - CONCERTO DE SUPER MAMA DJOMBO COM KARINA GOMES,114,2948,2024-01-08,2024-01-08,10500.0,114,1,75.0,16.0,Não,
10442346,1,2,Consultoria para desenvolvimento do relato de sustentabilidade.,115,2954,2024-01-08,2024-01-08,16000.0,20,120,66.0,22.0,Não,
10442354,1,5,"Aquisição de serviços para a realização de recrutamento e seleção de Trabalhadores para a Águas do Norte, S.A.",19,2961,2024-01-08,2024-01-04,1200.0,115,30,,28.0,Não,24.0
10442384,1,2,Aquisição do serviço de Aluguer e Manutenção de Equipamentos Multifunções para a Sede e Delegação Porto para o ano 2024,116,2967,2024-01-08,2024-01-01,10032.0,19,365,23.0,29.0,Não,
10442734,3,2,DM CLINICO - MATERIAL APLICADO-CERVICAL,19,2971,2024-01-09,2024-01-09,8489.5,669,1,15.0,32.0,Não,
10442741,1,2,Realização da alteração do projeto de execução do Reforço da Estação Elevatória da Laje (2ª Fase),48,2973,2024-01-09,2024-01-08,30000.0,116,75,66.0,34.0,Não,
10442744,3,2,Aquisição de Material de Economato,117,2987,2024-01-09,2024-01-04,12231.2,20,366,31.0,40.0,Não,
10442746,1,2,Conclusão da elaboração do processo da 2.ª alteração à 1.ª revisão do Plano Diretor Municipal (PDM) de Proença-a-Nova,118,2989,2024-01-09,2024-01-08,8375.0,117,180,96.0,42.0,Não,
10442761,3,2,Aquisição de Tendas para eventos da Câmara Municipal de Sesimbra,8,3001,2024-01-09,2024-01-03,17185.2,118,30,97.0,47.0,Não,
10442776,3,2,Aquisição de Licenciamento Ansys,119,3005,2024-01-09,2024-01-03,174046.8,20,366,49.0,49.0,Não,
10442787,1,2,Serviços Desinfestação ano 2024,120,3008,2024-01-09,2024-01-03,6200.0,20,365,53.0,53.0,Não,
10442871,1,2,"Aquisição de serviços, em regime de avença, de apoio a alunos com dificuldades de concentração e de aprendizagem",121,3009,2024-01-09,2024-01-08,12000.0,20,366,39.0,54.0,Não,
10442906,1,3,Aquisição de Serviços de Trabalho Temporário,116,3010,2024-01-09,2024-01-04,76077.84,20,731,98.0,56.0,Não,
10442960,3,4,"Procedimento centralizado para a aquisição de papel para cópia e impressão, ao abrigo do Acordo Quadro AQ-Papel-2022",19,3011,2024-01-09,2024-01-08,7466.0,19,366,,61.0,Sim,21.0
10443096,3,1,Aquisição de ferramentas de jardinagem,122,3012,2024-01-09,2024-01-05,21210.19,669,30,99.0,70.0,Não,
10443126,1,4,"Procedimento Pré-Contratual de Consulta Prévia, com vista à aquisição de serviços agregados de vigilância e segurança humana e de ligação a central de receção e monitorização de alarmes para a Unidade",123,3015,2024-01-09,2024-01-08,101989.92,119,1096,100.0,74.0,Não,25.0
10443180,1,2,Prestação de serviços de patrocínio judiciário e assessoria no âmbito dos Processos n.º 2484/23.0BELSB e n.º 2484/23.0BELSB-A,19,3016,2024-01-09,2024-01-08,67200.0,120,397,,80.0,Não,
10443243,1,3,Aquisição de serviços de transporte de passageiros para os trabalhadores da Sede da APA,19,3025,2024-01-09,2024-01-08,93139.2,55,358,63.0,91.0,Não,
10443249,1,2,Aquisição de serviços para execução de inventário em Arvoredo Urbano – Avaliação fitossanitária e risco de árvores,124,3026,2024-01-09,2024-01-04,15620.0,20,182,101.0,12.0,Não,
10443394,1,1,Aquisição de serviços de suporte para equipamentos de Core da Infraestrutura de rede e equipamentos principais de distribuição de rede dos vários campi do Instituto Politécnico de Leiria,508,3027,2024-01-09,2024-01-09,17950.0,20,366,102.0,36.0,Não,
10443418,1,4,"Aquisição, por lotes, de Serviços de Manutenção de Equipamentos de Elevação para a Universidade de Lisboa",19,3028,2024-01-09,2024-01-02,19098.0,121,1096,23.0,62.0,Sim,5.0
10443471,1,3,"Construção, transporte, montagem e desmontagem, limpeza, assistência técnica de um stand, incluindo meios audiovisuais, para a participação do destino Madeira na edição de 2024 da Bolsa de Turismo de ",125,3035,2024-01-09,2024-01-08,174400.0,20,63,,66.0,Não,
10443504,3,4,748/2023-Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2021/67 - medicamentos para a hepatite c crónica para aquisição de medicamentos para a hepatite c crónica,126,3047,2024-01-09,2024-01-03,19590.0,122,366,,67.0,Sim,23.0
10443563,1,2,aquisição de serviços de gestão de conta escolar pré-paga,112,3048,2024-01-09,2024-01-04,40000.0,123,366,79.0,71.0,Não,
10443624,1,1,Aquisição de serviços de atendimento telefónico,127,3051,2024-01-09,2024-01-08,54588.0,20,731,33.0,79.0,Não,
10443638,1,1,REPARAÇÃO DE SUPERESTRUTURA DE VIATURA DE RECOLHA DE RESÍDUOS URBANOS,19,3058,2024-01-09,2024-01-09,23490.0,124,70,104.0,13.0,Não,
10443723,2,2,Reparação do Sistema de Drenagem de Águas Pluviais da Cobertura do Pavilhão do Parque de Feiras,19,3059,2024-01-09,2024-01-09,12750.0,125,30,105.0,14.0,Não,
10443730,3,2,AQUISIÇÃO 2 CABECEIRAS PARA REPARAÇÃO CAMA,128,3061,2024-01-09,2024-01-05,160.0,126,20,21.0,39.0,Não,
10443793,3,2,Aquisição de Pellets,19,3062,2024-01-09,2024-01-03,7051.65,20,1,106.0,59.0,Não,
10443890,1,2,Aquisição e aluguer de equipamento multifunções e serviços de impressão para a Casa da Cultura,129,3064,2024-01-09,2024-01-08,6164.16,107,1096,107.0,65.0,Não,
10443938,3,3,ACORDO-QUADRO - DM CLÍNICO - TABULEIROS P/PROCEDIMENTOS CLÍNICOS,42,3067,2024-01-09,2024-01-05,0.0,127,731,15.0,87.0,Não,
10444012,3,3,ACORDO-QUADRO - DM CLÍNICO - TABULEIROS P/PROCEDIMENTOS CLÍNICOS,705,3069,2024-01-09,2024-01-04,0.0,107,731,15.0,4.0,Não,
10444044,1,2,"Aquisição de serviços de comunicações móveis de voz e dados, para os meses de dezembro de 2023 a março de 2024",19,3073,2024-01-09,2024-01-05,8793.44,127,121,,6.0,Não,
10444053,2,3,Empreitada 116/GEBALIS/2023 - Bairro Boavista - Obras de reabilitação em frações de habitação municipal,105,3076,2024-01-09,2024-01-03,64820.5,128,90,23.0,7.0,Não,
10444070,3,4,Medicamentos para o Sistema Nervoso Central,130,3077,2024-01-09,2024-01-04,205.2,79,366,64.0,15.0,Não,15.0
10444077,3,4,Medicamentos para o Sistema Nervoso Central,22,3083,2024-01-09,2024-01-04,553.41,107,366,64.0,31.0,Não,15.0
10444082,3,4,Medicamentos para o Sistema Nervoso Central,8,3085,2024-01-09,2024-01-04,73.47,129,366,64.0,33.0,Não,15.0
10444115,3,4,241000022/13559 - VÁRIAS FAMÍLIAS,119,3095,2024-01-09,2024-01-09,19416.0,130,366,23.0,35.0,Não,20.0
10444226,1,2,"PRESTAÇÃO DE SERVIÇOS DE ASSESSORIA AO EXECUTIVO NAS ÁREAS DA COMUNICAÇÃO E IMAGEM, INFORMAÇÃO, PARTICIPAÇÃO E CIDADANIA",131,3096,2024-01-09,2024-01-01,37800.0,131,639,23.0,37.0,Não,
10444243,1,1,"Limpeza de ruas e manutenção de jardins - Execução de limpeza de ruas e manutenção de jardins da responsabilidade da junta de freguesia, nos locais a definir em reunião para o efeito, ou de acordo com",57,3098,2024-01-09,2024-01-03,9266.4,14,364,9.0,38.0,Não,
10444248,1,1,"Aquisição de serviços de Apoio psicológico e psicoterapêutico para crianças e jovens no âmbito da valência RAP da UNIDAS – Rede Intermunicipal de Apoio à Vítima do Douro, Tâmega e Sousa",131,3101,2024-01-09,2024-01-08,19980.0,90,365,,48.0,Não,
10444295,3,1,"Fornecimento contínuo de produtos cárneos, para o refeitório e aulas da
Escola Profissional da Figueira da Foz (EPFF), propriedade da SODENFOR – Sociedade
Difusora de Ensino da Figueira da Foz, Lda.",57,3102,2024-01-09,2024-01-04,24754.25,132,205,89.0,51.0,Não,
10444306,1,2,AD_155/23: Aquisição de serviços para a realização do Projeto Mil Pássaros em Coimbra,132,3103,2024-01-09,2024-01-09,105000.0,646,296,56.0,72.0,Não,
10444492,3,1,Laticínios,133,3104,2024-01-09,2024-01-03,16940.5,1595,366,28.0,73.0,Não,
10444509,2,7,"Empreitada de  Reabilitação de 30 frações Municipais destinadas ao realojamento do Bairro de Vale de Chícharos, União das Freguesias do Seixal, Arrentela e Aldeia de Paio Pires Fase 3 e 4, ao abrigo d",120,3105,2024-01-09,2024-01-08,21539.95,133,10,108.0,77.0,Não,
